ingredient	target
[(1R,2R,6S,7S,8R,10S,11S,12R,16S,17R,18R)-6,7-dihydroxy-8-(hydroxymethyl)-4,18-dimethyl-14-[(1E,3E)-nona-1,3-dienyl]-5-oxo-16-prop-1-en-2-yl-9,13,15,19-tetraoxahexacyclo[12.4.1.01,11.02,6.08,10.012,16]nonadec-3-en-17-yl] benzoate	BAX|CASP3|BCL2|BCL2L1
(E)-1-(4-hydroxy-3-methoxyphenyl)-7-phenylhept-1-en-3-one	NOS2|SELE|PTGS2|ODC1|VCAM1|JUN|ICAM1|TNF|RELA
(2E,6Z,8E,10E)-N-(2-methylpropyl)dodeca-2,6,8,10-tetraenamide	CSF2|JAK2|STAT3
(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(6R,10R,12S,13S,14R,17S)-3,12-dihydroxy-17-[(E,2S)-2-hydroxy-6-methyloct-5-en-2-yl]-4,4,10,14-tetramethyl-1,2,3,5,6,7,8,9,11,12,13,15,16,17-tetradecahydrocyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	PTGS2|IFNG|IL1B|TNF|CYP3A4
(E)-3-(4-hydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one	CYP3A4
7-[(E)-5-[(1S,3R)-3-hydroxy-2,2-dimethyl-6-methylidenecyclohexyl]-3-methylpent-2-enoxy]chromen-2-one	GPBAR1
(E,5S,6S)-5-acetyloxy-6-[(3R,10S,13R,14R,15S,17R)-3,15-diacetyloxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid	MMP2|MMP9
(6E)-2,5-dihydroxy-6-[(E)-1-hydroxy-3-(4-hydroxyphenyl)prop-2-enylidene]-2,4-bis[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohex-4-ene-1,3-dione	VEGFA|HIF1A|SOD1
(Z)-4-[(1R,8R,17R,19R)-12-hydroxy-8,21,21-trimethyl-5-(3-methylbut-2-enyl)-8-(4-methylpent-3-enyl)-14,18-dioxo-3,7,20-trioxahexacyclo[15.4.1.02,15.02,19.04,13.06,11]docosa-4(13),5,9,11,15-pentaen-19-yl]-2-methylbut-2-enoic acid	TERT|ITGA4|BCL2L10|MCL1
(2R)-2-[(E)-3-[(2S,3S)-3-[1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid	PAWR|MMP2|PRKCB|PTGS2|VCAM1|THBD|SERPINE1|ICAM1|PLAT|KDR|VEGFA|RELA|CASP3
(1R,8E)-3,8-dimethyl-5,14-dioxatricyclo[10.2.1.02,6]pentadeca-2(6),3,8,12(15)-tetraen-13-one	CASP3|PARP1|AKT1
(8R,9S,10R,13S,14S,17Z)-17-ethylidene-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15-decahydrocyclopenta[a]phenanthrene-3,16-dione	NR1H4
(4aS,7R)-1,4a-dimethyl-7-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one	SIRT1|HMOX1
6a,9,10-trihydroxy-6,7-dihydroindeno[2,1-c]chromen-3-one	IL6|NOS2|TNF
(1S,16R)-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-15,30-diazoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene-9,21-diol;dichloride	CASP3
(1R,3R,4S,5R)-3,4-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,5-dihydroxycyclohexane-1-carboxylic acid	NEU1
[(2R,3R,4S,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-3,5-dihydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	IL1B|IL6|NOS2|PTGS2
[(3S,8R,9S,10S,13R,14S,16S,17R)-14-hydroxy-3-[(2R,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-16-yl] acetate	FGF2|FPR1|CXCL8|JUN|NGF|MAP2K7
(1R,2S)-2-(dimethylamino)-1-phenylpropan-1-ol	ADRA1B|ADRB3|ADRB1|ADRB2|ADRA1D|ADRA2C|ADRA2B|ADRA2A|ADRA1A
methyl (2R)-3-(3,4-dihydroxyphenyl)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxypropanoate	RPS6KB1
(2,6-dihydroxy-4-methoxyphenyl)-[(1R,2S,6R)-3-methyl-2-(3-methylbut-2-enyl)-6-phenylcyclohex-3-en-1-yl]methanone	NFKB1|PPARA|PRKAA2|STK11
(1S,2R,4aS,6aR,6aS,6bR,8aR,10S,12aR,14bS)-10-hydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid	MMP2|TP53|MMP1|MMP10|JUN|ICAM1|CASP9|PECAM1|CTSB|NFKBIA|NOS3|FAS|BAX|UGT1A1|KLK5|CREB1|MAPK1|FASLG|PTPN6|CDK6|FGF2|MAPK3|PPARG|CCNE1|RELA|ATF2|IL6|XIAP|NOS2|UGT1A3|PRKCZ|PTGS1|BCL2|FASN|JAK3|NR1I2|VEGFA|ABAT|NR1H3|TWIST1|ABCB1|MMP3|TNF|NFKB1|CASP3|CDK2|CASP1|GAP43|CDK4|AKT1|CSF2|STAT3|ATP1A1|VCAM1|BCL2L1|ACHE|CTNNB1|MCL1|MUC5AC|PTPN1|SELE|IL1B|CDKN1A|ESR1|CASP8|CCND2|S100A1|GAA|NOX4|MMP9|SRC|AMY1A|BACE1|CXCR4|PPARA|PTGS2|CCND1|FOS
(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid	YY1|ERBB2|LMNB1|GPBAR1|STAT3|MAPK8|LIPG|MAPK1|NFKB1|TP53
(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	NFKBIA|NOS2|HSP90B1|ADRB2|LINC00974|STAT3|ATP1A1|PDK1|NR3C2|HSPA5|RELA|CRTC1|AKT1|PDE4D|PRKAA1|PRKAA2|PRKAB1|ERAL1
(2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	ADORA2A|PPARG|SCNN1A|SMAD2|CYP1A2|CYP3A|IL1B|TNF|SMAD3|JAK2|IL6|CAMK2G|IL17A|TLR2|BAX|DKK1|SOD1|NR3C1|BCL2|MMP9|GSK3B|SOST|TLR4|KDM1A|STAT3|MEG3|FOXP3|FN1|GUSB|TNFRSF11B|NOD2|NR1H3|TYR|FABP1|ALOX5|NEU1|CDKN2A|C10orf10|ZHX2|MAPK1|MAP2K7|CASP3|CASP9|AKT1|EIF2AK2|CS|UGT1A1|NFKB1|METTL3|CYP1A1|TGFB1|PTGS2|FGF2|PIK3CA|EGFR|IL2|MAPK14|HKDC1
ethyl (3R,4R,5S)-4-acetamido-5-amino-3-pentan-3-yloxycyclohexene-1-carboxylate	NEU1
2-amino-2-(hydroxymethyl)propane-1,3-diol	ESR2|CD274|NFE2L2|SMAD7|ITGB1
(2R)-3-(3,4-dihydroxyphenyl)-2-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]propanoic acid	AKT1|FYN|NFE2L2|GSK3B|SMAD3|PRKAA1|PRKAA2|PPARG|MAPK14|MAPK1|PTGS2|HMOX1|FGFR1|HMGB1|TNF
3-prop-2-enylsulfinylsulfanylprop-1-ene	NOS2|PCNA|HMOX1|JUN|VCAM1|ITGA4|ICAM1|NFE2L2|TEP1|TNF|VEGFA|RELA|CASP3|MAPK14
(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoic acid	SOD1
9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one	TYMP
[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate	IRF3|FGF2|MAPK3|EGR1|FOSB|PPARG|CAT|TIMP1|JUND|EPHA2|MUC5AC|JUN|FLT1|IGF1R|CEBPA|TNF|CASP9|RYR1|CDK2|CASP3|CYP3A7|JUNB|IL6|CYP7A1|NOS2|MDM2|HOXD1|ESR2|RAF1|BAX|CAV1|FAS|AHR|BAD|PRKCA|SOD1|KDR|MMP7|BCL2|MMP9|TLR4|AKT1|PRKCE|VIM|EGFR|STAT3|FYN|VCAM1|IL10|HSPA5|TEP1|ODC1|SP1|CD4|DNMT3B|DNMT3A|ELK1|ERBB2|FGFR1|LDLR|MADD|PCNA|STAT1|CASP8|ME1|CCND1|CDK6|FOS|PDGFB|PECAM1|VEGFA|DNMT1|ESR1|IFI27|MIR221|CDH1|CDH2|PTEN|NR1H4|APP|MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|CXCL12|HIF1A|PIK3R1|CREB1|IRS1|MAPK1|BDNF|MAP3K7|TRAF6|MAPK8|CCNA2|BTG2|GSK3B|TGFB1|FOXO3|CTNNB1|MYH9|IGF1|CCL22|AMH|IL18|CXCL10|CCL17|VEGFC|CXCL3|IFNG|NLRP3|NFE2L2|NFKB1|CASP1|IL1B|MPO|NCF1|FBXO32|TRIM63|DDX5|DDIT3|AKR1B1|MAPK14
(2R,3S)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	MMP9
6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-2-one	HDAC6|HDAC3|FLT3
9-hydroxyfuro[3,2-g]chromen-7-one	CYP1A2
[[(2R,3S,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate	SAMHD1
[(2R,3S,4R,5R)-5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	PRKCI|MAPK3|PPARG|PRKAA1|PDX1|RPTOR|PLAGL1|MTOR|MIR34B|ELAVL1|MIR34A|ITGAM|PPARGC1A|MAPK8|AKT1|OGG1|STAT3|TXNIP|PPARA|MAPK1|MIR34C|MYH2|MYC|PIK3R1|CCND1|NANOG
(4aR,10aS)-5,6-dihydroxy-1,1-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-4a-carboxylic acid	NR1I2|NFE2L2|NGF
[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] undecanoate	AR
(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol;hydrochloride	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3
(1S,2S,4S,5S,7S,9S,11S,13S)-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-ene-8,17-dione	IGF2BP1|GLI1|IGF2|MYC|B4galnt2|D7Zem1|D7Zem3|D7Zem2|NOL3|TNF|NOTCH1|SNAI1|NFKB1
3,7-dimethylocta-1,6-dien-3-ol	PPARA|SOD2|NPY
(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol	VEGFA|TJP1|TRPM8|MMP9
(1R,2S,4S,5'S,6S,7S,8R,9S,12S,13S,16S,18S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-piperidine]-16-ol	MAPK8|MAPK14|AKT1|NFKB1|TRAF6
(2R)-2-phenyl-2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile	BCL2L1
[(2R,3R,4S,6S)-6-[(2R,3S,4S,6S)-6-[(2R,3S,4S,6R)-6-[[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-12,14-dihydroxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-yl]oxy]-4-hydroxy-2-methyloxan-3-yl]oxy-4-hydroxy-2-methyloxan-3-yl]oxy-2-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-4-yl] acetate	MYC
butan-2-one	BRAF|YWHAZ|RAF1|ZHX2|CYP2E1|MAP2K7|CASP3
3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),2(10),4,6,8,15,17,19-octaen-14-one	MMP2|IL4|PTGS2|CYP1A2|CALCA|GJA1|TNF|MMP9|CYP3A4
prop-2-enamide	CARTPT|NCAM1|CYP2E1|NOS2
prop-2-enoic acid	XIAP|ATP4A|GAST|MAPK8|RELA|KIT|SLPI|CCL26
(2R,3S,4S,4aR,10bS)-3,4,8,10-tetrahydroxy-2-(hydroxymethyl)-9-methoxy-3,4,4a,10b-tetrahydro-2H-pyrano[3,2-c]isochromen-6-one	ACHE|CYP2E1|BTRC|CYP2C9|MTOR|CYP3A4
(3R,5S,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol	PTGS1
4-[2-(4-hydroxyphenyl)propan-2-yl]phenol	PAX6|MMP2|MAPK3|CAT|PPARG|ABCB1|HSD11B1|STAR|MMP11|TNF|HSD17B3|GPT|ESR1|CASP3|RARRES2|AQP9|IL6|TJP1|NOS2|AHR|ESR2|LYVE1|ESRRG|NPY|CYP2C9|NR3C1|BCL2|MMP9|ITGB1|GPER1|HSD11B2|AKT1|POMC|MPO|HIF1A|EGFR|PRKDC|OCLN|P4HB|NR1I2|MAPK1|IL2RA|APLN|AR|IGF1|GCK|ACHE|GADD45B|PTGS2|PCNA|CYP1A1|CTNNB1|AGRP|SHBG|HOTAIR|CYP19A1|CRH|FOS|ALB
(8R,9S,13S,14S,17S)-2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	SOD2|HIF1A|ID1|CASP3
1-(2-hydroxy-4,6-dimethoxyphenyl)ethanone	SOD1
(2R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one	NLRP3|NFKB1|NFE2L2|AKT1|ICMT|MTOR|MAP2K7|PKD2|TGM2|IFNG|IL2|PPARA
2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid	NR1H4|FABP6|SLCO2B1|ABCB11|AKT1
4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol	SIRT1|AKT1|MIR183|NQO2|SYK|STAT3|MMP10|STAT5A|NFKB1|JAK1
1,2,4-trihydroxyanthracene-9,10-dione	MAOA
[2-[(8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate	NR3C1|ESRRA|ESRRB|ESRRG
4-methoxy-7-methylfuro[3,2-g]chromen-5-one	IL1B|MDH2
2-(2,2-diphenylacetyl)indene-1,3-dione	VKORC1
3-methyl-1H-indole	AHR|CYP1B1|CYP1A2|CYP1A1
(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	BDNF|NFKB1|SELP|TNF
(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one	CAT|SOD2|NR4A2|NFKB1|TRPC3|CASP3|PARK7|NOS2|SNCA|MAPK8|BCL2|MMP9|NFE2L2|GRIN2B|MAPK14|MCIDAS|ACHE|PTGS2|GJA1|CCND1|TH|GAPDH|PINK1|TP53|TNFSF10|TNFRSF10D|TNFRSF10C|TNFRSF10B|TNFRSF10A|CFLAR|BCL2L1|NDUFV1|CNTNAP1|CAMK2A|APP|MB|NDUFS4|NR1I2
(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid	CTNS|SLC7A11
5,7,17,19-tetraoxa-13-azahexacyclo[11.11.0.02,10.04,8.015,23.016,20]tetracosa-2,4(8),9,15(23),16(20),21-hexaene	IL6|NOS2|PTGS2|IL1B|TNF
anthracene-9,10-dione	CXCR4
methylsulfinylmethane	IL5RA|MYC|MUC16
[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	CAT|SLC1A2|MBD2|CXCL14|BDNF|OXTR|OSR2|ESR1|MIR663A|HLA-G|SNCA|AHR|TRPC6|HMGB1|REG1A|TLR3|BCL2|TLR9|APOE|TTR|SALL3|CA1|MIR125B1|CXCR4|FOXP3|SOCS3|IL2RA|DNMT3B|ERBB2|TNFRSF13B|MIRLET7B|CXCR1|TNFRSF4
3,5-dihydroxy-2-(3-methylbutanoyl)-4,6,6-tris(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one	CASP9|CASP3
(2S)-5,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one	TICAM2|HDC|MMP9|AGER|NFKB1|CASP7|CASP3|AKT1|MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|XBP1|ERN1|TLR4|IL6|TNF|NOS2|MYD88|IL1B|HSPB1|JUN|MAPK8|MAPK3|APP|BCL2|MAPKAPK2|MAPK14|MAPK1|EDNRA
5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)chromen-4-one	CDKN1B|CYP1A1|HSPA5|MME|HMOX1|CDKN1A|CDK2|CDK4|G6PD|CYP27A1|NR1H4|FABP4|FAT1|LCP1|PPARG|CD36|NR1H2|ABCC1|ABCC2|ABCB1|AKT1|MTOR|RPS6KB1
4-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one	CASP9|CASP8|PTGS2|CASP3
4-methoxyfuro[2,3-b]quinoline	HIF1A
4-(2-aminoethyl)benzene-1,2-diol	HTR3B|HTR3A|DRD2|SLC6A4|HTR1A|HTR7|DRD1|DRD3|SLC18A2|SLC6A3|DBH|SOD1|DRD5|SLC6A2|DRD4|TAC1|BDNF|NR4A2|PPARD|IL6|SNCA|MMP9|GSK3B|SLC9A3|HTR2A|ADRA2A|OPRD1|ACHE|CXCL8|BMP2|TH
4-prop-2-enylphenol	PTK2
8,8-dimethylpyrano[2,3-f]chromen-2-one	JAK2|STAT1|RELA|IFNG
2-(3,4,5-trihydroxyphenyl)chromenylium-3,5,7-triol;chloride	BAX|EGFR|PCNA|JUN|CBR1|CASP3
2-(3,4-dihydroxyphenyl)chromenylium-3,5,7-triol;chloride	AMY2A|TP53|PPARG|TXN|NOS3|PTGS2|CXCL8|SOD1|TNF
1,3-benzodioxol-5-ol	CAT|NOS2|GOT1|XDH|PLAU|IL10|PLAT|NFKB1|IKBKB|NFKBIA|RELA
7-methoxy-6-(3-methylbut-2-enyl)chromen-2-one	RELA|NFATC3
(8R,9S,13S,14S,17R)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	SRD5A1|SRD5A2|ESR1|ESR2|GAD2|CCND1|CYP19A1|CCNA2
(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine	TPT1|SLC22A2|CYP2D6|HTR1B|ABCB1|SIGMAR1|SLC6A3|SLC22A3|IL1B|SLC6A4|MTOR
(9R,10R)-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-9-ol	ABCB1
(8S,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-6,13-dimethyl-1,2,8,9,10,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one	PGR
(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one	NR1I2|CYP2B6|CYP3A4
[(3S,3aS,6R,6aS)-3-nitrooxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl] nitrate	NPR1
(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid	MAPK3|KCNN4|CYP1A2|TNF|NFKB1|CYP3A4|SELP|CTSC|PTGS1|CYP2C9|TLR4|CYP2D6|TOP1|CYP2C19|NFE2L2|MAPK1|HMOX1|RAC1|PRKCB|ACHE|PTGS2|CYP1A1|GFAP|BCHE|ALOX5
(2S,4R)-pentane-1,2,3,4,5-pentol	GPR83|FKRP
1,2,3,4,5,6,7,8,9,10-decadeuteriopyrene	CXADR|ALOX5|AHR
(13aS)-3,9-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,10-diol	DRD1
5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one	TFRC|LINC00597
(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	TGFB1
(3S,6S,9S,12R)-3-[(2S)-butan-2-yl]-6-[(1-methoxyindol-3-yl)methyl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone	HDAC9|HDAC2|IL7R|HDAC3
(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane	AKT1|NFKB1|MMP9|HULC
(1S,2R,4aS,6aR,6aS,6bR,8aR,10R,11R,12aR,14bS)-10,11-dihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid	CTNNB1|PTK2|GPBAR1|DDIT3|ERN1|MAPK8|EIF2AK3|DNM1L|NLRP3|CYBB|NSFL1C
(8R,9R,13R,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one	ABCC1
[(1R,2S,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] acetate	MMP1|FOS
(2S)-2-azaniumyl-3-(3,4-dihydroxyphenyl)propanoate	MAPK3|SRC|PPP1R1B|DRD2|DRD3|PTPN11|MAPK1|VEGFA|CRTC1|DDC
(1R)-21-methyl-3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-2(10),4,6,8,15,17,19-heptaen-14-one	CCNB1|TRPV1|PPARG|AHR|BAX|STAT3|MCL1|MTDH|SLC6A4|BCL2|MTOR
3H-1,3-benzothiazole-2-thione	TPO
5-methyl-2-propan-2-ylphenol	BAX|ELANE
4-azaniumylbutanoate	SLC2A2|CHAT|MAPK3|GRIK1|SLC12A2|BDNF|IL1B|MAPK1|BCL2|CASP3
(2S)-2-acetamido-3-(1H-indol-3-yl)propanoic acid	TACR1
methyl 4-hydroxy-3,5-dimethoxybenzoate	TRPA1|PTGS2
ethanol	SLC29A1|CHRNA3|GABRA3|KCNJ6|CACNG1|CHRNB2|GRIA2|CHRNA6|CHRFAM7A|GABRB3|CHRNA10|CACNA1D|GABRA2|GRIA4|CHRNA2|HTR3E|GABRE|CHRNB4|KCNJ5|GABRQ|GABRA6|CHRNA7|ACHE|CHRNA5|GABRB2|GRIA3|GABRA5|SLC29A2|CHRNA9|CHRNB3|CACNB1|GABRG3|ADH7|GABRD|GABRA1|GRIA1|CACNA1C|GABRG1|VCAM1|HTR3C|KCNJ3|HTR3D|GRIN3A|GLRA1|GABRB1|CACNA1S|GABRA4|L1CAM|CHRNA4|HTR3B|HTR3A|CACNG2|GABRP|KCNJ9|GLRA2|TP53|SLC1A2|SLC7A11|BGLAP|BDNF|JUN|RHOA|LEP|CTSB|SCARB1|MIR34A|BAX|PRKCA|SLPI|HDAC2|KLF11|EIF4EBP1|OCLN|NFE2L2|MAPK1|HMOX1|PRL|AKR1A1|ANPEP|PIK3R1|F11R|CYP2E1|TRPV3|GFAP|MC4R|TRPV4|PON1|KCNJ2|SLC19A2|ACE|MAPK3|PPARG|UNC13A|SYN1|MMP12|NOS1|IGBP1|ALDH2|EIF4B|TRPV2|NEUROG2|IL6R|IL6|ITGAM|NOS2|SNCA|CREB3L3|FABP1|JMJD6|YIF1B|AQP4|BCL2|EPO|FASN|PPP1R1B|EDN1|STIM1|IL10|G6PD|GRIN2B|APP|MAPK14|P2RX4|LPIN1|SYN2|NUP62|MIR411|SIAH1|DPYD|MALAT1|CAT|BRF1|CEBPA|PARP1|TNF|SLC17A5|GPT|MTOR|CASP3|CASP1|PCSK9|NR3C1|PVALB|CARTPT|TNFSF11|POMC|ADIPOQ|PIGK|SLC6A3|GPI|RYR2|CNR1|SLC2A2|OTX2|IL18|IL1B|SLC9C1|CES1|ESR1|DYRK1A|FCGR1A|SOD1|MME|GAA|CRTC1|GSK3B|F2|TRPV1|SREBF1|GRIN2A|PRKCE|FYN|NGFR|CRP|PPARA|RPS6KB1|ASCL1|TNFRSF11B|MPDZ|MTR|CRBN|DPYSL2|VAMP2|AHSG|FOS|ATG12|NLRP3|NR1I2
